@relation TEST
@attribute timeunit NUMERIC
@attribute storageCost NUMERIC
@attribute interestRate NUMERIC
@attribute compidx0lt2 NUMERIC
@attribute compidx4lt2 NUMERIC
@attribute compidx6lt2 NUMERIC
@attribute compidx8lt2 NUMERIC
@attribute compidx10lt2 NUMERIC
@attribute compidx12lt2 NUMERIC
@attribute compidx14lt2 NUMERIC
@attribute compidx0lt6 NUMERIC
@attribute compidx4lt6 NUMERIC
@attribute compidx6lt6 NUMERIC
@attribute compidx8lt6 NUMERIC
@attribute compidx10lt6 NUMERIC
@attribute compidx12lt6 NUMERIC
@attribute compidx14lt6 NUMERIC
@attribute compidx0lt10 NUMERIC
@attribute compidx4lt10 NUMERIC
@attribute compidx6lt10 NUMERIC
@attribute compidx8lt10 NUMERIC
@attribute compidx10lt10 NUMERIC
@attribute compidx12lt10 NUMERIC
@attribute compidx14lt10 NUMERIC
@attribute compidx0lt20 NUMERIC
@attribute compidx4lt20 NUMERIC
@attribute compidx6lt20 NUMERIC
@attribute compidx8lt20 NUMERIC
@attribute compidx10lt20 NUMERIC
@attribute compidx12lt20 NUMERIC
@attribute compidx14lt20 NUMERIC
@attribute compidx0lt30 NUMERIC
@attribute compidx4lt30 NUMERIC
@attribute compidx6lt30 NUMERIC
@attribute compidx8lt30 NUMERIC
@attribute compidx10lt30 NUMERIC
@attribute compidx12lt30 NUMERIC
@attribute compidx14lt30 NUMERIC
@attribute sku1 NUMERIC
@attribute sku10 NUMERIC
@attribute sku11 NUMERIC
@attribute sku12 NUMERIC
@attribute sku13 NUMERIC
@attribute sku14 NUMERIC
@attribute sku15 NUMERIC
@attribute sku16 NUMERIC
@attribute demandseg1 NUMERIC
@attribute demandseg1l1 NUMERIC
@attribute demandseg1l2 NUMERIC
@attribute demandseg1l4 NUMERIC
@attribute demandseg1l8 NUMERIC
@attribute demandseg2 NUMERIC
@attribute demandseg2l1 NUMERIC
@attribute demandseg2l2 NUMERIC
@attribute demandseg2l4 NUMERIC
@attribute demandseg2l8 NUMERIC
@attribute demandseg3 NUMERIC
@attribute demandseg3l1 NUMERIC
@attribute demandseg3l2 NUMERIC
@attribute demandseg3l4 NUMERIC
@attribute demandseg3l8 NUMERIC
@attribute LBL NUMERIC
@attribute MTLp2A NUMERIC
@attribute MTLp3A NUMERIC
@attribute MTLp4A NUMERIC
@attribute MTLp5A NUMERIC
@attribute MTLp6A NUMERIC
@attribute MTLp7A NUMERIC
@attribute MTLp8A NUMERIC
@attribute MTLp9A NUMERIC
@attribute MTLp10A NUMERIC
@attribute MTLp11A NUMERIC
@attribute MTLp12A NUMERIC
@attribute MTLp13A NUMERIC
@attribute MTLp14A NUMERIC
@attribute MTLp15A NUMERIC
@attribute MTLp16A NUMERIC

@data
   19.000,   28.000,   10.000,  589.326,  231.648,  223.092,   76.082,   86.692,  220.213,  176.390,  653.512,  220.151,  205.000,   78.978,   90.071,  253.401,  198.068,  734.267,  215.682,  217.293,   84.825,   89.000,  252.141,  202.000,  671.631,  196.000,  202.100,   73.776,   80.236,  224.211,  205.621,  673.000,  186.847,  190.638,   69.540,   80.000,  215.830,  213.948, 1641.000, 1893.000, 1800.000, 2127.000, 2197.000, 2432.000, 2248.000, 2669.000,  105.000,  105.000,  114.000,  118.000,   96.000,  125.000,  150.000,  126.000,  127.000,  120.000,   88.000,   86.000,   95.000,   98.000,   83.000, 1549.000, 1681.000, 1669.000, 1936.000, 1835.000, 2113.000, 2092.000, 2256.000, 1497.000, 1760.000, 1637.000, 1841.000, 1968.000, 1888.000, 2222.000, 2367.000
   20.000,   28.000,   10.000,  584.207,  251.304,  180.563,   83.717,   76.752,  241.229,  176.301,  649.947,  230.701,  197.631,   81.628,   86.627,  258.075,  186.370,  709.000,  219.488,  216.000,   83.988,   89.294,  239.000,  196.870,  683.712,  196.463,  197.925,   73.359,   81.105,  224.541,  205.049,  683.000,  190.072,  194.000,   69.637,   80.238,  214.000,  213.175, 1683.000, 1893.000, 1800.000, 2127.000, 2197.000, 2340.000, 2248.000, 2669.000,   98.000,  105.000,  105.000,  106.000,   92.000,  111.000,  125.000,  150.000,  124.000,  141.000,   96.000,   88.000,   86.000,   89.000,   81.000, 1518.000, 1760.000, 1674.000, 1918.000, 1730.000, 2076.000, 2097.000, 2397.000, 1336.000, 1735.000, 1590.000, 1841.000, 1991.000, 1909.000, 2177.000, 2304.000
   21.000,   28.000,   10.000,  575.432,  259.196,  181.977,   88.036,   79.173,  185.876,  178.152,  645.848,  233.076,  195.886,   83.275,   86.000,  190.793,  164.000,  707.279,  214.000,  213.000,   83.331,   89.122,  208.198,  191.373,  692.757,  196.651,  197.000,   71.000,   81.867,  210.744,  206.780,  683.176,  192.000,  194.356,   70.270,   80.557,  204.849,  214.065, 1676.000, 1893.000, 1800.000, 2115.000, 2213.000, 2448.000, 2331.000, 2641.000,   96.000,   98.000,  105.000,  114.000,   84.000,  142.000,  111.000,  125.000,  126.000,  115.000,  106.000,   96.000,   88.000,   95.000,  126.000, 1556.000, 1865.000, 1739.000, 1924.000, 1937.000, 2219.000, 2093.000, 2371.000, 1328.000, 1720.000, 1620.000, 1735.000, 1943.000, 1939.000, 2071.000, 2366.000
   22.000,   28.000,   10.000,  574.347,  260.752,  219.250,   94.251,   88.737,  174.009,  176.199,  630.329,  235.833,  210.297,   87.020,   87.363,  161.000,  167.344,  687.284,  216.993,  210.000,   84.268,   84.000,  185.408,  194.000,  681.614,  197.763,  198.624,   70.000,   80.133,  199.482,  207.673,  681.828,  188.000,  194.784,   70.599,   78.000,  197.772,  204.000, 1676.000, 1893.000, 1800.000, 2115.000, 2213.000, 2448.000, 2331.000, 2641.000,  100.000,   96.000,   98.000,  105.000,   96.000,  100.000,  142.000,  111.000,  150.000,  108.000,   96.000,  106.000,   96.000,   86.000,  118.000, 1501.000, 1856.000, 1580.000, 1688.000, 1730.000, 2200.000, 2068.000, 2347.000, 1328.000, 1693.000, 1669.000, 1656.000, 1911.000, 2007.000, 2096.000, 2429.000
   23.000,   28.000,   10.000,  564.359,  227.005,  207.998,   82.874,   82.909,  169.367,  171.146,  587.303,  206.580,  200.490,   79.546,   83.341,  152.596,  169.413,  569.000,  192.000,  195.000,   77.706,   82.983,  159.000,  190.992,  633.218,  194.642,  190.171,   69.377,   79.655,  183.447,  206.523,  642.000,  187.645,  183.000,   69.000,   78.132,  186.000,  203.052, 1676.000, 1925.000, 1817.000, 2109.000, 2213.000, 2448.000, 2331.000, 2673.000,  105.000,  100.000,   96.000,  105.000,  118.000,  116.000,  100.000,  142.000,  125.000,  127.000,   86.000,   96.000,  106.000,   88.000,   98.000, 1514.000, 1516.000, 1580.000, 1916.000, 1730.000, 2200.000, 1959.000, 2033.000, 1346.000, 1640.000, 1584.000, 1656.000, 1872.000, 1815.000, 2083.000, 2165.000
   24.000,   28.000,   10.000,  566.704,  181.487,  210.070,   65.550,   64.422,  167.787,  168.847,  540.377,  183.912,  198.341,   68.445,   76.000,  155.635,  160.000,  549.090,  192.000,  193.992,   69.722,   79.454,  156.887,  184.892,  619.875,  184.958,  188.022,   68.184,   77.885,  175.125,  201.176,  636.379,  181.000,  182.175,   69.143,   77.498,  181.368,  199.927, 1761.000, 1925.000, 1817.000, 2109.000, 2184.000, 2505.000, 2331.000, 2673.000,   96.000,  105.000,  100.000,   98.000,  106.000,  119.000,  116.000,  100.000,  111.000,  124.000,   79.000,   86.000,   96.000,   96.000,   89.000, 1457.000, 1516.000, 1566.000, 1854.000, 1805.000, 1998.000, 1935.000, 2032.000, 1339.000, 1632.000, 1522.000, 1714.000, 1839.000, 1817.000, 2078.000, 2278.000
   25.000,   28.000,   10.000,  552.959,  168.419,  215.412,   63.124,   79.917,  170.201,  168.131,  523.000,  173.594,  195.000,   68.432,   78.213,  160.000,  164.638,  546.123,  186.505,  192.172,   75.000,   84.000,  157.776,  192.000,  639.798,  183.531,  186.351,   72.411,   79.880,  173.317,  201.472,  634.154,  180.968,  181.424,   72.000,   77.000,  180.638,  198.000, 1761.000, 1925.000, 1817.000, 2109.000, 2150.000, 2587.000, 2341.000, 2673.000,   95.000,   96.000,  105.000,   96.000,  114.000,  140.000,  119.000,  116.000,  142.000,  126.000,   81.000,   79.000,   86.000,  106.000,   95.000, 1386.000, 1516.000, 1566.000, 1873.000, 1648.000, 1976.000, 1749.000, 1939.000, 1455.000, 1564.000, 1478.000, 1686.000, 1839.000, 1940.000, 1768.000, 2327.000
   26.000,   28.000,   10.000,  546.890,  174.465,  182.044,   62.862,   72.147,  172.511,  172.460,  532.065,  184.272,  186.861,   67.080,   74.054,  161.315,  167.434,  608.000,  189.521,  183.020,   73.094,   81.229,  159.000,  188.043,  673.439,  183.552,  183.229,   72.827,   79.059,  187.990,  200.280,  665.000,  180.916,  178.910,   72.298,   76.437,  188.000,  197.818, 1761.000, 1925.000, 1817.000, 2109.000, 2064.000, 2420.000, 2330.000, 2673.000,   92.000,   95.000,   96.000,  100.000,  105.000,  128.000,  140.000,  119.000,  100.000,  150.000,   95.000,   81.000,   79.000,   96.000,   86.000, 1375.000, 1510.000, 1398.000, 1735.000, 1602.000, 2137.000, 2008.000, 2009.000, 1420.000, 1520.000, 1440.000, 1818.000, 1835.000, 2128.000, 1921.000, 1995.000
   27.000,   28.000,   10.000,  547.027,  191.548,  193.660,   66.070,   75.029,  174.494,  172.482,  566.017,  188.190,  188.806,   67.335,   71.000,  161.966,  161.000,  621.024,  188.000,  183.855,   72.302,   78.820,  160.935,  185.362,  682.586,  189.580,  182.896,   73.185,   78.426,  189.711,  200.512,  668.327,  183.000,  178.055,   73.415,   76.269,  189.380,  198.598, 1761.000, 1925.000, 1817.000, 2109.000, 2263.000, 2546.000, 2313.000, 2673.000,   79.000,   92.000,   95.000,  105.000,  105.000,  108.000,  128.000,  140.000,  116.000,  125.000,   92.000,   95.000,   81.000,   86.000,   88.000, 1323.000, 1506.000, 1309.000, 1517.000, 1629.000, 2043.000, 1868.000, 2001.000, 1316.000, 1392.000, 1435.000, 1720.000, 1662.000, 1829.000, 2022.000, 2224.000
   28.000,   28.000,   10.000,  561.953,  155.405,  159.736,   62.846,   63.401,  171.704,  170.227,  528.000,  171.644,  166.503,   65.096,   68.606,  160.000,  163.287,  624.310,  185.352,  171.948,   70.000,   75.728,  162.723,  171.000,  686.332,  189.657,  177.535,   73.937,   78.334,  189.627,  202.915,  672.124,  183.368,  177.771,   72.000,   76.234,  190.071,  195.000, 1628.000, 1935.000, 1916.000, 2109.000, 2252.000, 2497.000, 2395.000, 2673.000,  105.000,   79.000,   92.000,   96.000,   98.000,  103.000,  108.000,  128.000,  119.000,  111.000,   94.000,   92.000,   95.000,   79.000,   96.000, 1267.000, 1506.000, 1276.000, 1517.000, 1618.000, 1978.000, 1917.000, 2188.000, 1305.000, 1520.000, 1341.000, 1727.000, 1733.000, 2131.000, 1856.000, 2050.000
   29.000,   28.000,   10.000,  572.926,  147.520,  155.157,   62.412,   60.469,  166.722,  165.201,  554.448,  201.000,  163.231,   66.271,   66.855,  158.761,  156.552,  634.000,  187.498,  170.766,   70.582,   75.000,  153.000,  168.228,  684.467,  190.667,  177.136,   74.148,   80.853,  184.648,  202.945,  671.000,  184.417,  181.000,   72.462,   75.000,  186.000,  195.455, 1599.000, 1926.000, 1902.000, 1961.000, 2128.000, 2497.000, 2395.000, 2673.000,   95.000,  105.000,   79.000,   95.000,   96.000,  100.000,  103.000,  108.000,  140.000,  142.000,   93.000,   94.000,   92.000,   81.000,  106.000, 1288.000, 1500.000, 1326.000, 1517.000, 1564.000, 1965.000, 1956.000, 2177.000, 1254.000, 1349.000, 1471.000, 1742.000, 1736.000, 1936.000, 1940.000, 2123.000
   30.000,   28.000,   10.000,  578.164,  160.349,  186.399,   61.373,   63.737,  159.804,  160.514,  589.189,  190.948,  179.333,   65.336,   69.171,  155.780,  155.000,  649.862,  176.000,  180.564,   68.000,   75.372,  155.625,  168.758,  697.108,  187.450,  181.317,   74.555,   81.356,  185.542,  203.604,  682.653,  185.000,  182.000,   73.018,   75.586,  187.526,  196.513, 1599.000, 1926.000, 1785.000, 1961.000, 2122.000, 2485.000, 2395.000, 2673.000,   96.000,   95.000,  105.000,   92.000,  100.000,  112.000,  100.000,  103.000,  128.000,  100.000,   87.000,   93.000,   94.000,   95.000,   96.000, 1291.000, 1502.000, 1234.000, 1575.000, 1619.000, 1992.000, 1905.000, 2264.000, 1214.000, 1349.000, 1408.000, 1654.000, 1703.000, 1936.000, 1890.000, 2119.000
   31.000,   28.000,   10.000,  576.918,  188.577,  195.408,   69.170,   80.031,  169.592,  169.473,  630.000,  189.647,  181.001,   67.831,   81.000,  161.000,  160.748,  673.591,  177.822,  180.268,   67.000,   78.473,  158.239,  184.000,  715.112,  187.877,  188.886,   75.786,   82.448,  184.088,  203.286,  695.370,  185.852,  184.290,   72.000,   76.474,  187.383,  197.000, 1551.000, 1926.000, 1856.000, 2095.000, 2122.000, 2485.000, 2298.000, 2572.000,   92.000,   96.000,   95.000,   79.000,  105.000,  118.000,  112.000,  100.000,  108.000,  116.000,   88.000,   87.000,   93.000,   92.000,   86.000, 1291.000, 1554.000, 1066.000, 1611.000, 1762.000, 2039.000, 1937.000, 2207.000, 1240.000, 1409.000, 1353.000, 1654.000, 1699.000, 1972.000, 1828.000, 2116.000
   32.000,   28.000,   10.000,  598.307,  230.522,  221.155,   80.392,   64.411,  171.427,  170.700,  639.991,  179.000,  198.451,   72.410,   76.296,  162.720,  159.858,  690.692,  182.663,  185.000,   68.972,   70.000,  159.000,  179.979,  728.554,  190.515,  191.193,   76.264,   79.182,  176.173,  198.536,  706.300,  187.676,  181.000,   72.307,   72.000,  182.000,  193.073, 1594.000, 1926.000, 1893.000, 2127.000, 2174.000, 2533.000, 2344.000, 2581.000,   91.000,   92.000,   96.000,  105.000,   96.000,  100.000,  118.000,  112.000,  103.000,  119.000,   83.000,   88.000,   87.000,   94.000,   79.000, 1291.000, 1515.000, 1247.000, 1619.000, 1584.000, 2037.000, 1687.000, 2125.000, 1268.000, 1423.000, 1312.000, 1652.000, 1686.000, 1956.000, 1742.000, 2013.000
   33.000,   28.000,   10.000,  554.376,  164.808,  187.812,   64.413,   60.935,  167.089,  166.303,  587.349,  172.517,  179.064,   60.000,   68.969,  160.066,  158.000,  690.067,  182.000,  183.743,   68.306,   69.000,  159.198,  172.231,  701.691,  186.511,  189.582,   75.404,   78.975,  171.493,  188.513,  675.000,  183.000,  180.784,   71.842,   72.077,  177.875,  187.709, 1643.000, 1922.000, 1893.000, 2127.000, 2202.000, 2533.000, 2367.000, 2643.000,   97.000,   91.000,   92.000,   95.000,   95.000,   97.000,  100.000,  118.000,  100.000,  140.000,  107.000,   83.000,   88.000,   93.000,   81.000, 1291.000, 1515.000, 1219.000, 1574.000, 1584.000, 1708.000, 1687.000, 2016.000, 1264.000, 1423.000, 1312.000, 1609.000, 1700.000, 1958.000, 1724.000, 2005.000
   34.000,   28.000,   10.000,  557.194,  145.317,  163.779,   61.059,   61.527,  164.617,  163.147,  586.508,  162.061,  164.000,   61.212,   56.000,  155.000,  156.687,  695.000,  178.282,  179.496,   74.000,   67.579,  156.889,  152.000,  698.719,  185.434,  180.432,   73.987,   77.972,  165.554,  167.121,  676.134,  181.932,  177.000,   74.000,   71.609,  172.837,  171.000, 1643.000, 1814.000, 1820.000, 1952.000, 2204.000, 2581.000, 2429.000, 2513.000,   96.000,   97.000,   91.000,   96.000,   92.000,  122.000,   97.000,  100.000,  112.000,  128.000,   95.000,  107.000,   83.000,   87.000,   95.000, 1239.000, 1488.000, 1178.000, 1572.000, 1576.000, 1953.000, 1870.000, 1943.000, 1217.000, 1359.000, 1314.000, 1560.000, 1636.000, 1884.000, 1771.000, 2043.000
   35.000,   28.000,   10.000,  565.004,  143.395,  166.370,   61.459,   62.033,  163.834,  162.763,  623.816,  202.000,  168.682,   69.349,   60.404,  156.866,  166.272,  712.740,  188.397,  209.000,   78.455,   90.000,  163.363,  160.375,  710.018,  194.834,  186.112,   77.215,   85.745,  164.222,  167.805,  685.435,  186.661,  181.785,   76.587,   81.000,  174.436,  171.011, 1612.000, 1796.000, 1845.000, 1952.000, 2243.000, 2558.000, 2429.000, 2687.000,   95.000,   96.000,   97.000,   92.000,   79.000,  106.000,  122.000,   97.000,  118.000,  108.000,  108.000,   95.000,  107.000,   88.000,   92.000, 1239.000, 1459.000, 1181.000, 1430.000, 1556.000, 1777.000, 1855.000, 2044.000, 1217.000, 1359.000, 1324.000, 1520.000, 1634.000, 1860.000, 1756.000, 2039.000
   36.000,   28.000,   10.000,  566.121,  163.178,  180.668,   61.181,   66.750,  172.288,  170.400,  659.000,  199.629,  177.818,   71.051,   66.100,  160.420,  161.000,  726.297,  220.000,  207.299,   80.826,   88.088,  158.034,  167.391,  755.461,  221.596,  191.798,   79.969,   87.905,  182.585,  175.097,  741.000,  211.000,  192.906,   79.830,   83.226,  178.888,  180.294, 1632.000, 1732.000, 1845.000, 2067.000, 2243.000, 2558.000, 2429.000, 2687.000,  115.000,   95.000,   96.000,   91.000,  105.000,   80.000,  106.000,  122.000,  100.000,  103.000,   87.000,  108.000,   95.000,   83.000,   94.000, 1233.000, 1461.000,  958.000, 1435.000, 1556.000, 1934.000, 1754.000, 2029.000, 1217.000, 1420.000, 1345.000, 1520.000, 1629.000, 1777.000, 1724.000, 1945.000
   37.000,   28.000,   10.000,  567.212,  169.371,  180.673,   60.671,   79.841,  173.501,  171.080,  664.470,  207.252,  200.205,   71.716,   87.239,  165.589,  163.852,  757.000,  227.139,  215.649,   84.000,   96.461,  170.000,  158.000,  772.264,  226.261,  200.338,   81.583,   91.760,  185.384,  186.227,  753.489,  213.225,  196.000,   81.000,   86.653,  181.521,  195.000, 1633.000, 1732.000, 1845.000, 1953.000, 2243.000, 2558.000, 2160.000, 2687.000,   83.000,  115.000,   95.000,   97.000,   95.000,   83.000,   80.000,  106.000,   97.000,  100.000,   83.000,   87.000,  108.000,  107.000,   93.000, 1213.000, 1422.000, 1129.000, 1424.000, 1556.000, 1934.000, 1692.000, 2062.000, 1217.000, 1403.000, 1340.000, 1511.000, 1625.000, 1777.000, 1720.000, 1998.000
   38.000,   28.000,   10.000,  594.004,  194.160,  202.842,   74.179,   85.221,  176.351,  168.796,  686.635,  231.000,  211.676,   78.606,   92.614,  162.989,  159.221,  765.977,  232.969,  220.471,   85.424,   97.000,  168.221,  159.133,  779.487,  227.213,  205.157,   83.573,   89.456,  193.176,  188.403,  752.729,  214.878,  199.222,   82.047,   84.000,  198.000,  196.718, 1633.000, 1777.000, 1709.000, 1899.000, 2096.000, 2558.000, 2160.000, 2420.000,  107.000,   83.000,  115.000,   96.000,   96.000,   75.000,   83.000,   80.000,  122.000,  112.000,   93.000,   83.000,   87.000,   95.000,   87.000, 1182.000, 1395.000, 1035.000, 1429.000, 1556.000, 1883.000, 1761.000, 1996.000, 1168.000, 1387.000, 1326.000, 1494.000, 1558.000, 1785.000, 1659.000, 1926.000
   39.000,   28.000,   10.000,  544.036,  207.099,  214.323,   63.921,   98.246,  165.838,  161.184,  515.000,  228.176,  212.749,   73.435,   99.723,  152.000,  151.000,  655.751,  213.783,  209.173,   82.487,  100.071,  165.436,  159.058,  590.000,  220.945,  207.006,   82.428,   90.527,  194.258,  188.587,  637.706,  207.702,  196.613,   82.407,   85.931,  199.438,  197.355, 1633.000, 1753.000, 1659.000, 1859.000, 2072.000, 2558.000, 2223.000, 2481.000,   81.000,  107.000,   83.000,   95.000,   92.000,   96.000,   75.000,   83.000,  106.000,  118.000,   89.000,   93.000,   83.000,  108.000,   88.000, 1182.000, 1389.000, 1001.000, 1474.000, 1546.000, 1830.000, 1703.000, 1987.000, 1168.000, 1374.000, 1325.000, 1479.000, 1547.000, 1757.000, 1659.000, 1922.000
   40.000,   28.000,   10.000,  520.401,  206.735,  217.141,   66.998,  111.859,  161.222,  159.314,  505.269,  200.420,  203.721,   74.294,  106.000,  153.000,  151.650,  538.072,  208.138,  209.543,   82.234,  102.351,  165.709,  156.000,  569.052,  211.817,  209.846,   82.891,   91.780,  194.039,  190.571,  591.603,  196.068,  194.000,   82.589,   87.495,  200.018,  189.000, 1609.000, 1743.000, 1628.000, 1912.000, 2058.000, 2355.000, 2222.000, 2438.000,   92.000,   81.000,  107.000,  115.000,   91.000,   86.000,   96.000,   75.000,   80.000,  100.000,   95.000,   89.000,   93.000,   87.000,   83.000, 1180.000, 1389.000, 1124.000, 1385.000, 1546.000, 1808.000, 1736.000, 1890.000, 1168.000, 1359.000, 1302.000, 1479.000, 1537.000, 1787.000, 1659.000, 1937.000
   41.000,   28.000,   10.000,  523.391,  213.682,  223.799,   71.247,  115.892,  159.081,  158.664,  501.902,  200.110,  207.933,   77.863,  109.389,  152.595,  150.861,  506.813,  212.309,  212.916,   88.565,   99.783,  151.000,  156.754,  559.018,  211.773,  209.611,   86.322,   90.885,  186.750,  188.696,  576.760,  191.041,  195.275,   82.680,   87.448,  184.000,  187.878, 1554.000, 1743.000, 1697.000, 1912.000, 2064.000, 2355.000, 2154.000, 2444.000,   80.000,   92.000,   81.000,   83.000,   97.000,   79.000,   86.000,   96.000,   83.000,   97.000,   82.000,   95.000,   89.000,   83.000,  107.000, 1131.000, 1378.000, 1146.000, 1385.000, 1537.000, 1781.000, 1662.000, 1895.000, 1147.000, 1360.000, 1289.000, 1444.000, 1537.000, 1753.000, 1655.000, 1918.000
   42.000,   28.000,   10.000,  534.591,  177.761,  223.612,   75.289,  115.921,  158.607,  157.590,  501.930,  154.551,  212.163,   85.533,  105.231,  152.835,  151.000,  513.000,  199.121,  213.354,   89.967,   99.537,  154.896,  157.115,  561.787,  203.218,  205.436,   88.354,   87.000,  186.588,  185.677,  589.000,  186.239,  195.633,   82.887,   85.391,  184.471,  186.789, 1576.000, 1743.000, 1697.000, 1912.000, 2042.000, 2355.000, 2255.000, 2420.000,   87.000,   80.000,   92.000,  107.000,   96.000,   74.000,   79.000,   86.000,   75.000,  122.000,  108.000,   82.000,   95.000,   93.000,   95.000, 1131.000, 1378.000, 1149.000, 1382.000, 1537.000, 1779.000, 1663.000, 1759.000, 1107.000, 1352.000, 1261.000, 1387.000, 1510.000, 1702.000, 1615.000, 1883.000
   43.000,   28.000,   10.000,  537.153,  171.507,  225.302,   76.642,  116.316,  165.753,  164.525,  502.103,  149.556,  216.712,   85.454,  105.909,  164.965,  154.386,  502.161,  177.333,  216.662,   84.540,   98.192,  155.757,  157.000,  551.202,  190.756,  204.751,   86.249,   87.874,  185.640,  176.814,  577.594,  180.100,  191.911,   79.640,   84.177,  184.811,  185.000, 1576.000, 1743.000, 1697.000, 1912.000, 2012.000, 2355.000, 2179.000, 2420.000,   87.000,   87.000,   80.000,   81.000,   95.000,   62.000,   74.000,   79.000,   96.000,  106.000,   94.000,  108.000,   82.000,   89.000,  108.000, 1131.000, 1358.000, 1115.000, 1417.000, 1537.000, 1825.000, 1692.000, 1912.000, 1109.000, 1365.000, 1256.000, 1394.000, 1507.000, 1732.000, 1618.000, 1869.000
   44.000,   28.000,   10.000,  542.618,  166.889,  230.489,   75.106,  113.863,  171.516,  166.458,  503.000,  146.529,  222.385,   78.642,  103.461,  167.849,  160.220,  500.544,  167.535,  218.249,   80.742,   97.598,  158.000,  159.688,  536.891,  185.320,  205.188,   83.206,   88.085,  176.068,  174.717,  562.582,  174.771,  191.187,   78.068,   83.268,  181.000,  184.312, 1486.000, 1743.000, 1697.000, 1912.000, 1913.000, 2265.000, 2179.000, 2459.000,   73.000,   87.000,   87.000,   92.000,  115.000,   46.000,   62.000,   74.000,   86.000,   80.000,   94.000,   94.000,  108.000,   95.000,   87.000, 1085.000, 1357.000, 1156.000, 1417.000, 1516.000, 1790.000, 1671.000, 1881.000, 1097.000, 1365.000, 1205.000, 1378.000, 1444.000, 1677.000, 1580.000, 1834.000
   45.000,   28.000,   10.000,  551.991,  171.295,  234.781,   77.241,  112.985,  171.469,  171.111,  510.334,  151.593,  224.250,   77.866,  102.464,  167.514,  173.000,  507.184,  172.459,  212.216,   79.300,   91.358,  167.000,  165.243,  528.700,  182.304,  204.699,   82.595,   87.346,  175.214,  174.652,  559.515,  172.621,  189.914,   77.415,   81.454,  181.656,  184.292, 1486.000, 1743.000, 1697.000, 1865.000, 1913.000, 2255.000, 2080.000, 2413.000,   75.000,   73.000,   87.000,   80.000,   83.000,   75.000,   46.000,   62.000,   79.000,   83.000,  114.000,   94.000,   94.000,   82.000,   83.000, 1114.000, 1357.000, 1128.000, 1408.000, 1514.000, 1793.000, 1661.000, 1875.000, 1081.000, 1339.000, 1181.000, 1378.000, 1467.000, 1677.000, 1578.000, 1806.000
   46.000,   28.000,   10.000,  556.846,  178.877,  237.839,   80.715,  111.345,  165.580,  166.031,  507.762,  163.175,  224.736,   80.588,   98.319,  156.608,  172.990,  506.663,  173.599,  214.799,   80.149,   90.240,  166.281,  154.000,  527.505,  181.065,  202.867,   82.404,   86.125,  175.297,  184.503,  555.817,  173.648,  190.978,   77.505,   80.471,  182.703,  186.000, 1486.000, 1743.000, 1697.000, 1818.000, 1913.000, 2177.000, 2137.000, 2350.000,   60.000,   75.000,   73.000,   87.000,  107.000,   52.000,   75.000,   46.000,   74.000,   75.000,  108.000,  114.000,   94.000,  108.000,   93.000, 1067.000, 1332.000, 1138.000, 1409.000, 1484.000, 1757.000, 1610.000, 1893.000, 1081.000, 1331.000, 1181.000, 1380.000, 1448.000, 1677.000, 1553.000, 1802.000
   47.000,   28.000,   10.000,  576.312,  187.788,  240.849,   82.928,  109.494,  167.381,  166.733,  516.808,  171.422,  224.334,   80.677,   96.142,  156.935,  168.446,  506.965,  181.515,  207.478,   76.901,   83.072,  159.000,  157.866,  525.702,  182.967,  200.950,   82.611,   84.742,  179.373,  186.590,  559.002,  176.232,  191.394,   77.558,   80.211,  186.000,  187.640, 1486.000, 1743.000, 1487.000, 1818.000, 1913.000, 2177.000, 2038.000, 2209.000,   59.000,   60.000,   75.000,   87.000,   81.000,   75.000,   52.000,   75.000,   62.000,   96.000,  115.000,  108.000,  114.000,   94.000,   89.000, 1072.000, 1326.000,  986.000, 1381.000, 1436.000, 1748.000, 1544.000, 1876.000, 1084.000, 1324.000, 1149.000, 1368.000, 1418.000, 1667.000, 1550.000, 1778.000
   48.000,   28.000,   10.000,  569.529,  136.034,  253.772,   82.130,  103.958,  159.916,  160.801,  511.236,  157.299,  218.039,   79.374,   86.911,  152.012,  152.000,  506.646,  181.270,  206.846,   78.592,   81.257,  156.060,  153.779,  527.609,  178.044,  200.309,   84.228,   84.156,  173.121,  179.511,  560.981,  175.919,  191.000,   78.391,   79.624,  179.526,  185.004, 1410.000, 1743.000, 1535.000, 1778.000, 1812.000, 2177.000, 2033.000, 2357.000,   58.000,   59.000,   60.000,   73.000,   92.000,   61.000,   75.000,   52.000,   46.000,   86.000,  109.000,  115.000,  108.000,   94.000,   95.000, 1066.000, 1303.000,  998.000, 1365.000, 1417.000, 1763.000, 1627.000, 1887.000, 1042.000, 1304.000, 1132.000, 1368.000, 1392.000, 1664.000, 1516.000, 1780.000
